"filename", "language", "JavaScript", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/andrearizza/Desktop/react/wehub/src/App.js", "JavaScript", 4, 0, 0, 0, 1, 5
"/Users/andrearizza/Desktop/react/wehub/src/components/DynamicForm.jsx", "JavaScript JSX", 0, 181, 0, 0, 10, 191
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBoxGroups.jsx", "JavaScript JSX", 0, 108, 0, -112, 4, 0
"/Users/andrearizza/Desktop/react/wehub/src/components/MyBoxMIU.jsx", "JavaScript JSX", 0, 129, 0, -111, 12, 30
"/Users/andrearizza/Desktop/react/wehub/src/components/MyDataGrid.jsx", "JavaScript JSX", 0, 2, 0, 1, 0, 3
"/Users/andrearizza/Desktop/react/wehub/src/components/ProvaComponente.jsx", "JavaScript JSX", 0, 306, 0, 13, 36, 355
"/Users/andrearizza/Desktop/react/wehub/src/components/TimesheetComponent.jsx", "JavaScript JSX", 0, 261, 0, 17, 60, 338
"/Users/andrearizza/Desktop/react/wehub/src/components/TimesheetProva.jsx", "JavaScript JSX", 0, 40, 0, 4, 7, 51
"/Users/andrearizza/Desktop/react/wehub/src/components/WeekPicker.js", "JavaScript", 78, 0, 0, 0, 10, 88
"/Users/andrearizza/Desktop/react/wehub/src/components/button/BackButton.jsx", "JavaScript JSX", 0, 26, 0, 0, 5, 31
"/Users/andrearizza/Desktop/react/wehub/src/components/button/SaveButton.jsx", "JavaScript JSX", 0, 22, 0, 0, 3, 25
"/Users/andrearizza/Desktop/react/wehub/src/components/button/VisibilityButton.jsx", "JavaScript JSX", 0, 1, 0, 0, 0, 1
"/Users/andrearizza/Desktop/react/wehub/src/components/searchBox/KeyPeopleSearchBox.jsx", "JavaScript JSX", 0, -2, 0, 2, 0, 0
"/Users/andrearizza/Desktop/react/wehub/src/pages/AggiungiPagine/AggiungiAzienda.jsx", "JavaScript JSX", 0, 46, 0, 18, 25, 89
"/Users/andrearizza/Desktop/react/wehub/src/pages/AggiungiPagine/AggiungiCandidato.jsx", "JavaScript JSX", 0, 71, 0, 5, 29, 105
