"filename", "language", "JavaScript", "JavaScript JSX", "CSS", "comment", "blank", "total"
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/App.css", "CSS", 0, 0, 10, 9, 2, 21
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/App.js", "JavaScript", -1, 0, 0, -66, -9, -76
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/FieldBoxFile.jsx", "JavaScript JSX", 0, 784, 0, 6, 86, 876
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/FieldsBox.jsx", "JavaScript JSX", 0, -9, 0, -113, -17, -139
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/InviaFile.jsx", "JavaScript JSX", 0, -79, 0, -5, -8, -92
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/LoginComponent.jsx", "JavaScript JSX", 0, 17, 0, 0, 12, 29
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/LogoutComponent.jsx", "JavaScript JSX", 0, -55, 0, 59, 4, 8
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/ModalBox.jsx", "JavaScript JSX", 0, 0, 0, -1, 0, -1
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/MyBox2.jsx", "JavaScript JSX", 0, -150, 0, 150, 0, 0
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/MyBoxGroups.jsx", "JavaScript JSX", 0, 14, 0, 2, 15, 31
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/MyBoxMIU.jsx", "JavaScript JSX", 0, -278, 0, 274, 2, -2
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/MyDataGrid.jsx", "JavaScript JSX", 0, 5, 0, -7, 0, -2
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/PrivateRoute.jsx", "JavaScript JSX", 0, 8, 0, 1, 3, 12
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/ProvaComponente.jsx", "JavaScript JSX", 0, -1, 0, -1, 0, -2
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/RegisterComponent.jsx", "JavaScript JSX", 0, -1, 0, 0, 0, -1
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/ReportComponent.jsx", "JavaScript JSX", 0, -1, 0, 0, 0, -1
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/ReusablePopup.jsx", "JavaScript JSX", 0, 30, 0, 0, 4, 34
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/RoleBasedRedirect.jsx", "JavaScript JSX", 0, 23, 0, 4, 6, 33
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/SearchBox.jsx", "JavaScript JSX", 0, -199, 0, -16, -8, -223
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/SearchComponent.jsx", "JavaScript JSX", 0, -68, 0, -2, -4, -74
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/SearchFieldsBox.jsx", "JavaScript JSX", 0, -143, 0, 143, 0, 0
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/Sidebar.jsx", "JavaScript JSX", 0, 57, 0, 11, 13, 81
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/TimesheetComponent.jsx", "JavaScript JSX", 0, 320, 0, -89, -31, 200
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/TimesheetProva.jsx", "JavaScript JSX", 0, -40, 0, -4, -7, -51
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/UserSidebar.jsx", "JavaScript JSX", 0, -276, 0, 0, -22, -298
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/board-admin.component.js", "JavaScript", -42, 0, 0, 0, -6, -48
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/board-moderator.component.js", "JavaScript", -42, 0, 0, 0, -6, -48
"/Users/andrearizza/Desktop/react/gitreact/we-hub-react/src/components/board-user.component.js", "JavaScript", -42, 0, 0, 0, -6, -48
